date,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-03-11,,1,,,,,,0,,,0,,,,,,,,3,,,,,,,,,,,,1,,,,,0,,,,,,22,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,15,,,,,1,,,1,,,,,,,,,0,,,1,1,63,0,1,,,196,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,6,,19,,,,0,2,,0,,,0,,,,,,,,,,,0,5,,,,,,,,,,
2020-03-12,,0,1,,,,,0,,,0,1,,,,,,,0,,,,,,,,,,,,0,,,,,0,,,,,,11,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,,,0,,,,,,1,,,0,,,0,0,75,1,0,,,189,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,0,,,1,1,1,,,,,,,,,,,,0,,,,,,,,,,,,,6,,1,,,,1,3,,0,,,0,,,,,,,,,,,2,10,,,,,,,,,,
2020-03-13,,0,1,,,,,1,,,0,0,1,,,,,,0,,,,,,,,,,,,0,,,,,0,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,31,,,,,4,,,0,,,,,,0,,,1,,,1,3,85,1,0,,,250,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,5,,,,,,,,,,,,0,,,0,3,1,,,,,,,,,,,,3,,,,,,,,,,,,,0,,78,,1,,1,1,,0,,,0,,,,,,,,,1,,1,8,,,,,,,,,,
2020-03-14,,0,1,,,,,0,,,0,0,0,,,,,,1,,,,,,,,,,,,1,,,,,0,,,,,,13,,,,,,,,,,,,,1,,,,2,0,,,,,,,,,,,12,,,,,2,,,2,,,,,,0,,,0,,,0,1,97,1,1,,,175,,1,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,2,,,,,,,3,,,,,0,,,0,3,1,,,,,,,,,,,,0,,,,,,,,,1,,,,6,,62,,0,,2,3,,0,,,0,,,,,,,,,0,,19,7,,,,,,,,,,
2020-03-15,,0,1,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,,0,,,,,0,,,,,,10,,,,,,,,,,,,,1,,,,0,0,,,,,,,,,,,0,,,,,2,,,1,,,,,,0,,,0,1,,0,0,113,0,0,,,368,,2,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,8,,,,,,,0,,,,,0,,,2,3,0,,,,,,,,,,,,0,,,,,,,,,0,,,,3,,94,,0,,2,8,,0,,,0,,,,,,,,,0,,14,12,,,,,,,,,,
2020-03-16,,0,0,,,,,0,,,0,2,0,,1,,,,1,,,,,,,,,,,,0,,,,,3,,1,,,,14,,,,,,,,,,,,,1,,,,0,0,,,,,,,,,,,58,,,,,6,,,0,,,1,,,0,,,0,0,,0,0,129,0,0,,,349,,6,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,4,,,,,,,0,,,,,0,,,0,1,1,,,,,,,,,,,,0,,,,,,,,,0,,,,0,,53,,0,,1,11,,0,,,0,,,,,,,,,0,,22,27,,,,,,,,,,
2020-03-17,,0,0,,,,,0,,,2,0,0,,0,,,,5,,,,,,,,,1,,,0,,,,,2,,0,,,,13,,,,,,,,,,,,,1,,,1,0,2,,,,,,,,,,,0,,,,,7,,,1,,,0,,,0,,,0,0,,1,0,135,1,0,,,345,,0,,,,,,,,,,0,,,,,,0,,,,2,,,,,,,,,,,,,,1,,,,,19,,,,,,,0,,,,,0,,,4,0,1,1,,,,,,,,,,,4,,,,,,,,,0,,,,6,,191,,0,,6,7,,0,,,0,,,,,,1,,,1,,17,37,,,,,,,,,,
2020-03-18,,1,3,,,,,0,,,1,1,0,,0,1,,,4,,,,,,,,,2,,,0,1,,,,5,,0,,,,11,,,,,,,,1,,,,,0,,,0,0,2,,,,,,,,,,,0,,,,,4,,,0,,,0,,,0,,,0,0,,0,14,147,1,0,,,475,,2,,,,,,,,,,0,,,,,,1,,,,0,,,,,,,,,1,,,,,0,,,,,15,,,,,,,3,,2,,,0,,,6,7,0,1,,,,,,,,,,,2,,,,,,,,,0,,,,3,,90,,0,,7,8,,0,,,0,,,,,,0,,,0,,34,60,,,,,,,,,,
2020-03-19,,0,2,,,,,1,,,0,2,0,,0,0,,,7,,,,,,,,,3,,,1,0,,,,0,,0,,,,8,,,,,1,,1,0,1,,,,2,,,1,1,0,,,,,,,,,,,95,,,,,16,,,1,,,0,,,0,,,0,0,,1,6,149,1,1,,,427,1,1,,,,,,,,,,1,,,,,,2,,,,0,,,,,,,1,,0,,,,,0,,,,,18,,,,,,,1,,1,,,0,,,5,-2,0,1,,,1,,,,,,,,3,,,,,,,,,0,,,,7,,207,,0,,9,10,,0,,,0,,,,,1,2,,,0,,46,72,,,,,,,,,,
2020-03-20,,0,2,,,,,0,,,1,0,0,,0,0,,,16,,,,,,,,,5,,,0,0,,,,4,,0,,,,4,,,,,0,,0,0,0,,,,3,,,0,2,2,,,,,,,,,,,207,,1,,,23,,,2,,,0,,,0,,,0,2,,1,7,149,4,0,,1,627,0,1,,,,,,,,,,0,,,,,,0,,,,1,,,,,,,1,,0,,,,,1,,,,,30,,,,,,,0,,0,,,0,,1,6,1,0,3,,,0,,,,,,,,0,,,,1,,,,,0,,,,3,,213,,0,,8,20,,1,,,0,,,,,0,1,,,1,2,32,106,,,,,,,,,,
2020-03-21,,0,4,,,,,1,,,0,2,0,,0,1,,,30,,,,,,,1,,4,,,0,1,,,,4,,0,,,,6,,,,,1,,0,0,0,,,1,4,,,0,2,2,,,,,,,,,,1,112,,0,,,17,1,,5,,,0,,,0,,,0,1,1,-1,6,123,0,0,,0,793,0,2,,,,,,,,,,0,,,,,,4,,,,4,,,,,,1,0,,0,,,,,0,,,,,30,,,,,,,0,,2,,,0,,0,4,1,0,6,,,0,,,,,,,,6,,,,0,,,2,,0,,,,8,,332,,0,,11,20,,0,,,0,,,,,0,5,,,0,0,58,103,,,,,,,,,,
2020-03-22,,0,2,1,,,,0,,,0,8,0,,1,0,,,8,,,,,,,0,,10,,,0,2,,,,3,,0,,,1,15,2,,,,0,,0,0,0,,1,0,0,,,1,7,4,,,,,,,,,,0,113,,0,,,10,0,,2,,,0,,,0,,,0,2,0,3,10,129,3,1,,0,651,0,4,,,,,,,,,,0,,,,,,0,,,,4,,,,,,1,1,,0,,,,,1,,,,,43,,,,,,1,0,,1,,,2,,0,4,6,2,2,,3,0,,,,,,,,0,,,,1,,,0,,1,,,,9,,397,,0,,11,15,,0,,,0,,,,,2,21,,,0,0,36,128,,,,,,,,,,
2020-03-23,1,2,0,0,,,,0,,,0,5,0,,0,1,,,13,,,,,,,0,,9,,,0,0,,,,7,,0,,,1,0,1,,,,0,,0,0,0,,0,0,11,,,0,4,5,,,,,,,,,,0,186,,0,1,,29,1,,2,,,0,,,0,,,0,1,0,3,1,127,3,2,,0,601,0,1,,,,,1,,,,,0,,,,,,0,,,,5,,,,,,0,1,,0,,,1,,0,,,,,34,,,,,1,1,3,,1,,,3,,1,5,8,1,9,,4,0,,,,,,,,0,,,,1,,,0,,1,,,,0,,539,,0,,21,28,,0,,,0,,,,,0,7,,,0,0,76,187,,,,,,,,,,1
2020-03-24,0,1,2,0,,,,2,,,1,7,0,,1,1,,,34,,,,,,,2,,12,,,0,0,,,,4,1,0,,,0,7,0,,,,0,,0,0,0,,2,1,8,,,3,9,1,,,,,,,,,,0,240,,0,0,,34,0,,3,,,0,,,0,,,0,2,1,0,6,122,4,1,,3,743,0,1,,,,,0,,,,,0,,,,,1,0,,,,2,,,,,,0,1,,0,,,0,,1,,,,,63,,,,,0,0,2,,1,,,0,,1,6,2,2,10,,4,0,,,,,,,,1,,1,,0,,,0,,1,,,,9,,497,,0,,22,20,,0,,,3,,,,,1,7,,,0,0,148,243,,,,,,,,,,0
2020-03-25,0,0,2,0,,,,2,,,0,2,1,,1,1,,,56,,,,,,,0,,13,,,0,0,,,1,9,0,0,,,1,4,1,,,,0,,0,0,0,3,3,0,2,,,4,1,1,,,,1,,,,,,2,231,,0,0,,49,2,,2,,,0,,,0,,,0,1,0,2,3,143,2,2,,1,683,0,3,,,,,0,,,,,2,,,,,1,0,,,,3,,,,,,0,1,,0,,,0,,1,,,,,80,,,,1,0,1,2,,1,,,2,,0,12,3,4,10,,6,2,,,,,,,,0,,1,,1,,,0,,1,,,,6,,839,,0,,31,35,,0,,,0,,,,1,1,15,,,2,0,191,333,,,,,,,,,,0
2020-03-26,1,1,4,2,,,,1,1,,5,19,1,,0,0,,,42,,,,,,,0,,18,,,0,3,,,0,15,0,0,,,1,6,2,,,,0,,2,1,0,0,3,1,7,,,0,6,3,,,,0,,,,,,2,364,,0,0,,61,0,,0,,,0,,,0,,1,0,0,0,8,20,157,7,10,,5,712,0,2,,,1,,0,,,,,0,,,,,1,1,,,,5,,,,,,0,2,,0,,,0,,5,,,,,78,,,,0,0,0,0,,2,,1,0,,0,6,7,2,17,,6,0,,,,,,,,0,,1,,-3,,,0,,1,,,,5,,718,,0,,32,42,,0,,,0,,,,0,1,16,,,0,0,182,417,,,,,,,,,,0
2020-03-27,0,2,1,0,,,,4,0,,0,9,0,,0,0,,,69,,,,,,,1,,15,,,0,2,,,1,9,0,0,,,1,5,0,,,,0,,0,0,0,0,0,0,11,,,10,2,6,,,,0,,,,,,2,299,,0,0,,75,0,,0,,,0,,,0,,0,0,0,0,0,9,144,4,3,,2,919,0,6,1,1,0,,0,,,,,2,,,,,1,6,,,,2,,,,,,0,4,,1,,,0,,12,,,,,112,,,1,0,0,0,5,,1,,0,1,,0,8,9,0,16,,3,1,,,,,,,,0,,0,,0,,,0,,3,,,1,8,,773,,0,,35,35,,0,,,1,,1,,1,0,17,,,0,0,288,522,,1,,,1,,,,,0
2020-03-28,0,2,3,0,,,,5,0,,1,10,1,,0,0,,,64,,,,,,,1,,19,,1,4,2,,,0,16,0,0,,,1,3,0,,,,0,,2,1,0,2,2,3,13,,,8,12,6,,,,0,,,,,,2,318,,0,0,,91,1,,0,,,0,,,0,,0,0,1,0,4,15,139,2,14,,1,889,0,3,0,0,0,,0,,,,,0,,,,,0,3,,,,6,,,,,,0,4,,0,,,0,,2,,,,,93,,,0,0,0,1,4,,2,,0,5,,0,15,14,2,24,1,11,0,,,,,,,,1,,1,,9,,,0,,0,,,0,5,,844,1,0,,38,56,,0,,,1,,0,,1,2,16,,,4,0,292,713,1,1,,,1,,,,,0
2020-03-29,2,0,2,3,2,,,1,2,,2,18,0,,0,0,,,78,,,,,1,,1,,25,,0,1,1,,,4,14,0,0,,,1,5,4,,,,0,1,1,0,0,0,5,0,7,,,11,10,4,,,,2,,,,,,2,294,,0,0,,100,0,,16,,,0,,,0,,2,0,2,0,3,12,123,0,10,,3,756,0,7,2,0,0,,0,,,,,2,,,,,0,3,,,,5,,1,,,,1,4,,0,1,,0,,1,,,,,132,,1,0,0,0,2,2,,7,,0,3,,0,9,3,4,19,0,6,4,,,,,,,,0,,4,,3,,,1,,2,,,1,8,,821,0,0,,45,47,1,0,,,1,,0,,0,0,23,,,1,1,213,555,0,0,,,0,,,,,0
2020-03-30,0,1,4,2,0,,,4,0,,1,22,0,,0,0,,,82,,,,,3,,4,,23,,0,0,0,,,0,29,0,0,,,1,4,2,,,,0,0,0,1,0,1,7,2,5,,,3,2,1,,,,0,,,,,,2,417,,0,0,,112,0,,0,,,0,,,0,,4,0,2,0,5,8,117,4,8,,1,812,0,2,2,0,0,,0,,,,,1,,,,,0,1,,,,4,,1,,,1,0,8,,0,0,,0,,7,,,,,93,,0,0,2,1,1,7,,5,,0,7,,0,18,7,9,21,0,22,1,,,,,,,,3,,0,,3,,,0,,0,,,1,6,,913,1,1,,48,58,1,3,,,2,,0,,0,0,37,,,3,2,374,707,0,0,,,1,,,,,0
2020-03-31,0,4,9,4,0,,,4,0,,1,20,1,,0,0,,1,192,,,,,2,,3,1,42,,0,0,2,,,0,27,0,0,,,4,1,4,,,,0,0,0,2,0,1,8,0,13,,,9,15,5,1,,,1,,,,,,4,501,,0,0,,130,0,,0,,,0,,,1,,0,0,1,0,3,14,141,4,17,,4,837,0,2,0,1,0,,0,,,,,1,,,,,0,1,,,,5,,0,,,0,2,1,,2,0,,1,,3,,1,,,175,,0,0,0,0,2,7,1,1,,0,6,,0,25,10,2,20,1,17,8,,,,,,,,1,,2,,0,,,0,,4,,,2,4,,748,0,0,,53,51,0,0,,1,1,,0,,0,2,46,,,4,1,404,1079,0,0,,,0,,,,,0
2020-04-01,0,0,14,2,0,,,1,1,,2,18,0,1,0,1,,1,123,,,,,1,,0,0,39,,0,2,2,,,0,23,0,0,,,4,7,1,,,,0,0,0,0,0,1,8,1,14,,,6,18,6,0,,,1,,,,,,0,1253,,0,0,,145,0,,0,,,0,,,0,,3,0,4,0,23,21,138,2,14,1,8,727,2,5,0,1,0,,0,,,,,2,,,,,2,6,,,,2,,1,,,0,1,8,,1,0,,0,,3,,0,,,135,,0,0,2,0,2,5,0,7,,0,0,,0,23,8,10,27,0,10,7,,,,,,,,2,,6,1,12,,,0,1,0,,,0,3,,923,1,0,,70,61,0,0,,0,2,,1,,2,2,63,,,3,2,672,1276,1,0,,,0,,,,,0
2020-04-02,0,1,28,1,0,,,8,3,,4,12,0,0,0,0,,2,183,,,,,1,,3,0,84,,0,0,0,,,1,49,0,0,,,2,6,2,,2,,0,0,1,0,0,1,5,4,19,,,3,27,6,1,,,6,,,,,,2,609,,0,0,,187,0,,0,,,0,,,2,,4,0,1,2,14,13,124,2,13,0,9,760,0,3,0,0,2,,0,,,,,2,,,1,,0,1,,,,2,,0,,,0,1,13,,1,0,,0,,5,,0,,,166,,0,0,0,0,0,6,0,6,,0,2,,0,22,11,14,22,1,23,6,,,,,,,,0,,5,0,3,,,1,0,2,,,0,4,,961,1,0,,80,59,0,0,,0,3,,0,,0,2,79,,,2,0,657,1511,2,0,,,2,,,,1,0
2020-04-03,1,1,19,1,0,,,3,0,,4,10,0,0,0,0,,0,132,,,,,1,,1,0,35,,0,4,0,,,1,53,0,0,,,4,4,6,,0,,0,0,1,0,0,0,9,0,16,,,8,25,8,0,,,1,,,,,,1,1122,,0,0,,168,0,,21,,,0,,,0,,1,0,5,0,0,11,134,0,22,0,5,766,0,6,0,0,1,,0,,1,,1,1,,,0,,0,1,,,,5,,0,,,0,0,10,,2,0,,0,,4,,0,,,149,,0,0,0,2,1,9,0,1,,0,5,,0,26,29,14,37,0,18,4,,,,,,,,2,,4,0,8,,,1,0,3,,,4,5,,850,0,0,1,70,55,0,0,,0,4,,1,,1,4,69,,,5,1,737,1420,0,0,,,2,,,,0,0
2020-04-04,0,3,25,1,0,,,4,0,,2,18,0,3,0,2,,1,140,,,,,1,,4,0,86,,0,3,0,,,1,83,0,0,,,5,4,7,,0,,0,0,4,0,0,0,6,5,22,,,0,27,5,1,,,1,,,,,,5,1052,,0,0,1,169,0,,9,,,1,,,0,,0,0,6,0,14,10,158,2,17,0,6,681,0,6,0,2,0,,0,1,0,,0,0,,,0,1,1,0,,,,3,,0,,,0,0,19,,4,0,,0,,11,,0,,,166,,0,0,3,0,5,3,1,6,,0,4,,0,49,8,8,20,0,13,9,,,,,,,,2,,4,1,5,,,1,0,2,,,0,3,,749,1,0,0,-232,59,0,0,,0,1,,0,,0,0,76,,,5,1,757,1606,1,0,,,0,,,,0,0
2020-04-05,2,0,22,1,0,,,1,0,,5,18,2,0,0,1,1,3,164,,,,,0,,2,0,41,,0,3,1,,,0,75,0,0,,,7,3,3,,3,,0,2,3,2,0,0,8,0,18,,,14,8,7,0,,,2,,2,,,,3,519,,0,0,1,140,0,,5,,,0,,,0,,7,0,2,0,13,7,151,5,21,0,7,525,0,6,0,0,0,,0,0,0,,0,1,,1,0,0,1,5,,,,2,,2,,,0,0,15,,3,0,,0,,11,,0,,,115,,0,0,2,1,1,9,0,6,,0,5,,2,59,8,15,29,1,5,2,,,,,,,,0,,5,0,7,,,0,0,6,,,2,6,,694,0,0,0,28,52,0,0,,0,3,,0,,1,4,73,1,,5,0,600,1618,1,0,,,0,,,,0,0
2020-04-06,0,1,21,3,0,,,4,1,,5,16,0,1,0,3,1,5,185,1,1,2,,1,,6,0,78,,0,2,1,,,0,85,0,0,,,3,2,11,,0,,0,0,1,1,0,0,11,0,8,,,4,11,7,1,,,4,,0,,,,-1,833,,0,0,0,226,0,,6,,,1,,,0,,0,0,4,2,37,11,136,3,16,0,8,636,0,3,1,1,2,,0,0,3,,0,1,,2,0,0,2,5,,,,2,,0,,,0,0,31,,4,0,,0,,10,,0,,,103,,0,0,0,0,5,5,0,4,,0,8,,0,43,11,13,16,0,25,2,,,,,,,,0,,4,0,7,,,0,1,2,,,1,3,,700,0,0,0,76,52,0,0,,0,3,,0,,1,0,75,0,,1,1,568,1733,0,0,,,0,,,,0,0
2020-04-07,4,1,20,1,0,,1,8,0,,5,23,1,1,1,5,1,0,403,0,0,0,,3,,4,0,122,,0,1,1,,,0,60,0,0,,,6,0,4,,0,,0,0,2,2,0,0,10,0,16,,,12,0,9,0,,,2,,0,,,,7,1416,,0,0,1,206,0,,2,,,0,,,1,1,0,0,9,0,14,12,133,1,36,0,8,604,0,2,0,0,0,,2,0,0,,1,0,,0,0,0,1,3,,,1,1,,0,,,0,0,16,,3,0,,0,,10,,0,,,234,,0,0,1,1,3,13,0,4,,0,1,,0,63,14,22,34,2,21,11,,,,,,,,0,,3,0,3,,,0,0,6,,,1,6,,704,1,0,0,114,59,0,0,,0,1,,0,,0,1,76,0,,7,1,1105,2576,1,0,,,0,,,,0,1
2020-04-08,3,0,12,1,0,,1,7,1,,5,30,0,1,0,3,0,0,205,0,0,1,,1,,1,0,133,,0,1,4,,,1,68,0,0,,,5,2,4,,0,,1,0,1,1,0,0,11,0,15,,,10,51,9,1,,,3,,0,,,,6,544,,0,0,0,333,1,,2,,,0,,,1,0,0,0,11,0,28,19,121,4,25,0,8,542,1,7,0,1,0,,2,0,0,,0,0,,0,0,0,0,2,,,0,1,,2,1,,0,0,33,,5,0,,0,,3,,2,,,147,,0,0,0,0,3,12,0,4,,0,4,,0,48,5,30,35,0,23,5,,,,,,,,2,,0,0,4,,,0,0,4,,1,5,8,,747,1,0,0,96,64,0,0,,0,3,,0,,0,1,87,0,,7,0,1031,2151,0,1,,,2,,,,0,1
2020-04-09,1,1,30,2,0,,0,9,1,,1,22,1,1,0,1,0,3,283,0,0,1,,3,,1,0,131,,0,0,1,,,0,124,0,0,,,9,2,15,,0,,0,0,1,3,0,0,13,0,19,,,10,30,15,1,,,0,,0,,,,2,1340,,0,0,0,258,0,,3,,,0,,,0,0,1,0,8,0,48,40,117,0,28,0,9,610,0,8,1,2,1,,1,0,0,,1,0,,1,0,0,0,6,,,0,2,,0,1,,0,0,20,,2,0,,0,,4,,0,,,148,,0,0,0,1,1,7,1,1,,0,4,,1,98,21,15,29,0,28,13,,,,,,,,0,,3,0,1,,,0,0,3,,0,0,4,,655,0,0,0,106,45,0,0,,0,2,,0,,0,1,96,0,,5,2,1116,2213,0,0,,,0,,,,0,0
2020-04-10,0,0,21,1,0,,0,10,2,,3,24,1,0,1,6,1,3,496,1,0,0,,1,,1,0,107,,0,1,0,,,2,95,0,0,,,8,1,11,,0,,0,0,1,0,0,1,7,2,10,1,,8,25,17,0,,,0,,1,,,,6,985,,0,0,0,160,0,,4,,,0,,,0,1,0,0,11,1,20,26,122,1,24,0,8,570,0,12,0,1,0,,1,0,1,,0,1,,0,0,0,1,2,,,0,3,,0,0,,0,2,39,,0,0,,0,,10,,0,,,117,,1,0,0,0,2,5,0,20,,1,3,,0,81,18,7,26,0,22,18,,,,,,,,0,,3,0,5,,,1,0,2,,0,6,4,,634,0,0,0,77,55,0,1,,2,1,,0,,0,0,98,0,,12,2,1123,2186,0,0,,,0,,,,1,0
2020-04-11,0,0,19,0,0,,0,1,1,,3,18,1,0,0,3,0,4,327,0,0,0,,1,,1,0,67,,0,3,3,,,0,119,0,0,,,8,3,20,,0,,0,1,0,1,0,0,10,0,13,1,,9,18,11,0,,,0,,0,,,,1,636,,0,0,0,-31,2,,3,,,0,,,0,0,1,0,8,1,42,21,125,2,33,1,6,619,0,13,0,0,0,,0,0,0,,0,0,,1,0,0,1,8,,,1,3,,0,1,,0,0,40,,1,0,,0,,4,,0,,,133,,2,0,0,3,2,6,0,5,,0,8,,0,103,26,27,35,0,21,12,,,,,,,,0,,5,0,3,,,1,0,5,,0,1,3,,525,0,0,0,17,41,0,0,,0,2,,0,,0,3,95,0,,4,4,843,2141,0,1,,,0,,,,0,0
2020-04-12,3,0,18,3,0,,0,7,0,,3,13,0,0,0,4,0,3,254,0,0,0,,4,,2,0,99,,0,1,0,,,0,109,0,0,,,7,0,9,,0,,0,1,2,2,0,0,9,0,13,0,,38,18,13,0,,,1,,0,,,,7,561,,0,0,0,286,0,,0,,,2,,,0,0,1,0,14,0,43,46,117,4,14,0,6,431,0,9,0,2,1,,0,0,0,,2,0,,0,0,0,1,4,,,0,5,,2,0,,0,0,23,,1,0,,1,,7,,1,,,94,,0,0,1,0,0,9,1,2,,0,5,,0,93,50,24,34,1,25,24,,,,,,,,1,,7,0,6,,,0,0,3,,0,0,3,,603,0,0,0,12,54,0,0,,0,3,,0,,0,3,97,0,,10,2,657,1889,0,0,,,0,,,,0,0
2020-04-13,1,0,20,0,0,,0,7,1,,1,18,1,0,0,5,0,3,303,0,0,1,,3,,0,0,105,,0,3,0,1,,0,130,0,0,,,2,2,3,,0,,0,1,2,3,0,1,5,0,12,0,,4,22,5,0,,,3,,0,,,,3,573,,0,0,0,172,0,,6,,,0,,,0,0,0,0,10,0,27,26,111,2,31,0,9,566,0,9,0,0,1,,0,1,0,,0,0,,0,0,0,1,3,,,0,1,,1,0,,0,0,36,,4,0,,0,,8,,0,,,86,,1,0,0,0,4,6,0,3,,0,8,,1,106,18,13,31,0,15,18,,,,,,,,0,,6,0,5,,,1,0,2,,1,2,3,,547,0,2,0,20,32,0,0,,0,2,,0,,0,3,98,0,,10,3,724,1978,1,0,,,0,,,,0,0
2020-04-14,3,1,13,2,0,,0,5,2,,1,16,1,0,1,7,0,4,254,0,0,0,,1,,1,0,204,,0,3,3,0,,2,136,0,0,,,10,0,15,,0,,0,0,6,0,0,1,18,0,14,0,,6,14,14,0,,,3,,0,,,,5,743,,0,0,0,100,0,,2,,,0,,,0,1,1,0,13,0,35,60,98,0,41,0,8,602,0,14,0,0,0,,1,1,0,,0,1,,1,0,0,1,-2,,,0,3,,3,0,,0,0,74,,5,0,,1,,0,,0,,,122,,4,0,2,1,6,5,0,15,,0,7,,1,109,20,18,32,0,20,22,,,,,,,,1,,8,0,9,,,1,0,1,,0,0,5,,300,0,1,0,114,36,0,0,,0,1,,0,,0,0,107,0,,5,3,1080,2475,0,0,,,0,,,,0,0
2020-04-15,3,1,10,2,0,,0,9,1,1,1,9,0,0,0,4,1,3,283,0,0,0,,0,,1,0,204,,0,1,2,0,,3,154,0,0,,,2,1,4,,0,,1,0,2,3,0,0,5,1,10,0,,6,19,5,0,,,4,,0,,,,8,1438,,0,0,0,510,0,,1,,,0,1,,0,0,5,0,12,0,12,10,94,1,38,2,13,578,1,16,0,4,1,,0,0,0,,0,0,,0,0,0,4,2,,,0,2,,0,0,,0,0,43,,6,2,,0,,1,,0,,,189,,0,0,0,1,1,11,0,17,,0,1,,0,139,14,23,32,0,21,28,,,,,,,,0,,6,0,5,,,0,4,5,,3,7,3,,652,0,0,0,170,47,0,0,,1,2,,0,,0,1,115,0,,10,5,882,2587,1,0,,,0,,,,0,0
2020-04-16,4,1,12,0,0,,1,4,1,1,0,17,2,0,0,10,0,4,417,0,0,0,,1,,2,0,188,,0,2,0,0,,5,203,0,0,,,11,0,13,,0,,0,0,2,3,0,0,3,1,12,0,,7,15,13,0,,,1,1,0,,,,3,753,,0,0,0,248,0,,3,,,0,0,,0,0,4,0,8,0,43,27,92,1,42,0,7,525,0,18,0,0,1,,1,0,0,,0,0,,0,0,0,0,0,,,0,2,,0,0,,0,0,37,,8,0,,0,,3,,0,,,181,,0,0,0,1,1,2,0,7,,0,8,,0,133,13,28,30,0,20,34,,,,,,,,0,,4,0,4,,,0,2,0,,0,14,4,,607,0,0,0,130,42,0,0,,0,3,,2,,0,2,125,0,,8,2,1040,2189,0,0,,,0,,,,0,0
2020-04-17,1,0,16,2,0,,0,8,1,0,3,21,0,1,0,15,0,2,306,0,0,0,,2,,3,0,217,,0,3,3,0,,0,126,0,0,,,11,1290,9,,1,,0,0,1,4,0,0,4,1,15,0,,4,18,9,1,,,2,0,0,,,,7,761,,0,0,0,300,0,,3,,,2,2,,0,0,6,0,14,1,38,24,89,1,44,0,9,575,0,13,0,1,0,,2,2,0,,0,0,,0,0,0,1,3,,,0,1,,0,0,,0,0,60,,2,0,,1,,5,,0,,,144,,2,0,4,4,3,9,2,8,,0,6,,0,157,25,18,28,0,19,41,,,,,,,,2,,4,0,7,,,1,1,5,,1,2,1,,687,0,1,0,67,32,0,0,,1,1,,0,,0,0,126,0,,9,2,914,2099,0,0,,,0,,,,0,0
